** Object ID ,** URI,Collection,Series,Sub Series,Container 1,Container 2,Source,** Repository,** Title,** Date,** Date – online search,Dimensions,** Extent,** Creator,** Scope and content,Location,** Access,Publisher,Type,Format,** Language,Rights,** Subject 1,Subject 2,Subject 3,Subject 4,Subject 5,Subject 6,
AT-001-011,,AT-001,0,0,0,0,Artefacts - Siddiqi Lab,Archives at NCBS,Vertical electrode puller - Narishige,Unknown,0,30 x 30 x 86 cm,NA,Narishige,Vertical Electrode Puller. Narishige (manufacturing company). Used for the preparation of fine needles in developmental biology. It is a manual system with still functioning gears to hold the needle edges. People who have worked on these setups particularly remember the ‘thuds’ it would make when the task is done and the finality associated with that thud. Still sought after but not in production anymore.,Bangalore,Unrestricted,Archives at NCBS,Artefact,"Artefact, mixed media",NA,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Electrode puller,Scientific process,Narishige,Developmental biology,,,
MS-001_1_1_2_10_0001-0002,,MS-001,1,1,2,10,Siddiqi Papers - Correspondence ,Archives at NCBS,Certificate of election as Honorary Member of Indian Academy of Neurosciences,28/11/1998,1998,12x9 inches,2p,Indian Academy of Neurosciences,Certificate of election as Honorary Member of the Indian Academy of Neurosciences. ,Unknown,Unrestricted,Archives at NCBS,Certificate,Printed page,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes,Indian Academy of Neuroscience,,,,,,
MS-001_1_1_2_12_0003-0006,,MS-001,1,1,2,12,Siddiqi Papers - Correspondence ,Archives at NCBS,List of Homi Bhabha fellows ,1997,1997,11.5x10 inches,4p,Homi Bhabha Fellowships Council,List of all the awardees of the Homi Bhabha Fellowship between 1967-1997. ,Mumbai,Unrestricted,Archives at NCBS,List,Typewritten on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes,Homi Bhabha Fellowship,,,,,,
MS-001_1_1_2_12_P_0007,,MS-001,1,1,2,12,Siddiqi Papers - Correspondence ,Archives at NCBS,Bar chart of number of Homi Bhabha fellowship awards granted between 1967-1999,1999,1999,13x8.5 inches,1p,Homi Bhabha Fellowships Council,A bar chart of number of awardees over thirty years between 1967-1997,Mumbai,Unrestricted,Archives at NCBS,Graph,Printed page,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes,Homi Bhabha Fellowship,,,,,,
MS-001_1_1_2_20_P_0005,,MS-001,1,1,2,20,Siddiqi Papers - Correspondence ,Archives at NCBS,Email from Seymour Benzer to Siddiqi congratulating him for his election into the NAS *,30/04/2003,2003,12x10 inches,1p,"Benzer, Seymour",Email from Seymour Benzer to Siddiqi congratulating him on his election into the US National Academy of Sciences. ,Unknown,Unrestricted,Archives at NCBS,Email,Computer print,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes,"Benzer, Seymour",US NAS,,,,,
MS-001_1_1_2_21_P_0023,,MS-001,1,1,2,21,Siddiqi Papers - Correspondence ,Archives at NCBS,Honorary Degree of Doctor of Science ,14/11/2003,2003,11.5x10 inches,1p,University of Kalyani ,University of Kalyani awarded Siddiqi an Honorary Degree of Doctor Science for his significant contributions to genetics and neurobiology.,"Kalyani, West Bengal",Unrestricted,Archives at NCBS,Certificate,Printed page,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes,Doctor of Science,University of Kalyani,,,,,
MS-001_1_1_2_23_0001-0006,,MS-001,1,1,2,23,Siddiqi Papers - Correspondence ,Archives at NCBS,Letter from K. A. Parthasarathy on ancient Indian thoughts on genetics.,10/7/2006,2006,9.5x10 inches,6p,"Parthasarathy, K. A. ",Letter from K. A. Parthasarathy about thoughts on genetics from ancient India.,Bangalore,Unrestricted,Archives at NCBS,Letter,Printed page,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes,Ancient India,Genetics ,,,,,
MS-001_1_1_2_26_P_0001,,MS-001,1,1,2,26,Siddiqi Papers - Correspondence ,Archives at NCBS,"Letter from Matiur Rahman requesting Siddiqi to feature in 'Mind find', a T.V. series. *",1/2/2008,2008,11.5x10 inches,1p,"Rahman, Matiur","Letter from Matiur Rahman requesting Siddiqi to feature in a television series called 'Mind Find' which profiles the life of Indian scientists, aiming to motivate the younger generation to pursue science.",New Delhi,Unrestricted,Archives at NCBS,Letter,Printed page,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes,Mind Find,Indian Scientists,Documentary,,,,
MS-001_1_1_2_3_0001-0002,,MS-001,1,1,2,3,Siddiqi Papers - Correspondence ,Archives at NCBS,Letter from Martin Heisenberg about visit to TIFR and construction site of 'new institute' *,27/12/1996,1996,11.5x10 inches,2p,"Heisenberg, Martin","Letter from Heisenberg to Siddiqi and his wife, reminiscing about enjoyable moments and thanking them. He also mentions the construction of the 'new institute' (NCBS) and comments on its architecture and execution.",Unknown,Unrestricted,Archives at NCBS,Handwritten Page,Ink on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes,"Heisenberg, Martin",NCBS,,,,,
MS-001_1_1_2_33_0001-0002,,MS-001,1,1,2,33,Siddiqi Papers -- Correspondence,Archives at NCBS,"Miguel, Francisco — Birthday wishes on Siddiqi's 80th Birthday",Dec 27 2011,2011,8.5x11.5 inches,2p,"Miguel, Francisco and O. Siddiqi",Francisco Miguel's letter with birthday wishes on Siddiqi's 80th Birthday. The envelope includes Siddiqi's scribbles on stock market and value of shares of companies that he likely owned or was interested in following. ,"Mexico, Bangalore",Unrestricted,Archives at NCBS,"Letter, note",Ink on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Felicitation,Stock market ,,,,,
MS-001_1_1_2_4_0001-0004,,MS-001,1,1,2,4,Siddiqi Papers - Correspondence ,Archives at NCBS,Christmas letter from Heisenberg family *,"Dec, 1996",1996,11.5x10 inches,4p,Heisenberg family,A Christmas letter by the Heisenberg family with details about many family members including Martin Heisenberg. The letter mentions Heisenberg's visit to India for the anniversary of ' the Tata Institute of Bombay which has a branch in Biology in the city of Bangalore'. The description of Bangalore is particularly interesting and the observation of the importance given to religion ' in spite of their orientation to the world market' stands out. ,Reichenberg,Unrestricted,Archives at NCBS,Letter,Printed page,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes,TIFR ,NCBS,Biology institute,"Heisenberg, Martin",Bangalore,,
MS-001_1_1_2_5_0001-0005,,MS-001,1,1,2,5,Siddiqi Papers - Correspondence ,Archives at NCBS,"Letter from Velan, R to Siddiqi, expressing his admiration for Siddiqi's scientific oeuvre",31/10/1996,1996,10x6.5 inches,3p,"Velan, Raghuvir","A handwritten letter from a first year undergraduate student to Siddiqi, about the pride he takes in knowing that an Indian scientist has made great progress in genetic research and how much this means to a person with a genetic disease like himself. He details his own interests and expresses admiration for Siddiqi's work.",Chennai,Unrestricted,Archives at NCBS,Handwritten page,Ink on Paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes,"Siddiqi, Obaid",Genetics,Indian Scientists,,,,
MS-001_1_1_2_6_P_0001,,MS-001,1,1,2,6,Siddiqi Papers - Correspondence ,Archives at NCBS,Letter from Director of TIFR to Siddiqi inviting him to be Professor Emeritus at NCBS,26/11/1996,1996,11x10 inches,1p,"Singh, V","Letter from the Director of TIFR to Siddiqi appointing him as a Professor Emeritus at NCBS starting February 1st, 1997",Mumbai,Unrestricted,Archives at NCBS,Letter,Typewritten on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes,"Siddiqi, Obaid",Professor Emeritus,NCBS,,,,
MS-001_1_1_2_6_P_0003,,MS-001,1,1,2,6,Siddiqi Papers - Correspondence ,Archives at NCBS,Letter from Director of TIFR to Siddiqi with the details of honorarium and other facilities for Professor Emeritus,31/01/1997,1997,11x10 inches,1p,"Singh, V",Letter from the Director of TIFR to Siddiqi with the details of Honorarium and other facilities for Professor Emeritus,Mumbai,Unrestricted,Archives at NCBS,Letter,Typewritten on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes,"Siddiqi, Obaid",Professor Emeritus,NCBS,,,,
MS-001_1_1_2_7_0001-0002,,MS-001,1,1,2,7,Siddiqi Papers - Correspondence ,Archives at NCBS,Letter from K. VijayRaghavan as Director of NCBS to Siddiqi on his inspiration to work in the field of biology ,3/2/1997,1997,11.5x10 inches,2p,"VijayRaghavan, K","Letter from K VijayRaghavan, written on his first day as the director of NCBS, in which he talks about his inspiration to work in biology. He recalls the days after the 'Emergency' in India and expresses that he felt lost about what he wanted to do, when he happened to come across an article written by Siddiqi. ",Bangalore,Unrestricted,Archives at NCBS,Letter,Printed page,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes,NCBS,"Siddiqi, Obaid","VijayRaghavan, K.",,,,
MS-001_1_1_2_8_P_0001,,MS-001,1,1,2,8,Siddiqi Papers - Correspondence ,Archives at NCBS,"Letter from James Watson to Siddiqi, inviting him to the Evolution meeting",29/05/1997,1997,11x10 inches,1p,"Watson, James D.",Letter from James Watson requesting him to stay after the Drosophila meeting in order to attend the Evolution meeting. ,New York,Unrestricted,Archives at NCBS,Letter,Printed page,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes,Drosophila,Evolution,"Siddiqi, Obaid","Watson, James",,,
MS-001_1_1_44_18_0001-0003,,MS-001,1,1,44,18,Siddiqi Papers - Correspondence ,Archives at NCBS,Congratulatory card from Veronica Rodrigues to Siddiqi ,Undated,0,5x6 inches,2p,"Rodrigues, V.",An undated congratulatory card from V. Rodrigues to Siddiqi for an unknown event/achievement. Includes a reference (joke) to mandrills and olfaction.,Unknown,Unrestricted,Archives at NCBS,Post card,"Handwritten, ink on paper",English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes,"Rodrigues, V.","Siddiqi, Obaid",Mandrill,,,,
MS-001_1_2_3_1_0002-0003,,MS-001,1,2,3,1,Siddiqi Papers - Correspondence ,Archives at NCBS,Letter from the Macmillan Company to Siddiqi regarding the details of the agreement ,15/03/1962,1962,11x8.5 inches,2p,"Webb, Valery H.",Valery H. Webb writes to Siddiqi regarding the agreement between the Macmillan Company and Siddiqi and its details. ,Pennsylvania,Unrestricted,Archives at NCBS,Correspondence ,Typewritten on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes,"Siddiqi, Obaid",The Macmillan Company,,,,,
